  4.897576660253e-01   3.455691970092e-01   0.000000000000e+00  -1.014882212271e-01   0.000000000000e+00   8.068129625383e-02   0.000000000000e+00   0.000000000000e+00   1.511439951306e-01  -4.344857215783e-03   0.000000000000e+00  -8.180979326205e-02  -1.822341308592e-01   9.746384901373e-02  -7.682341659306e-02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  0.000000000000e+00   0.000000000000e+00   5.339246014012e-01   0.000000000000e+00   3.330033878314e-01   0.000000000000e+00   2.419839742012e-01  -1.122662774775e-01   0.000000000000e+00   0.000000000000e+00   2.047996191541e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.226574393522e-01   4.685258054626e-03  -4.773108968183e-02  -3.111917521607e-02  -1.467736964294e-01  -1.565194300981e-01   6.680085063219e-02  -1.186618457234e-01  -5.455382470236e-03  -6.822469975278e-02  -4.798317532709e-02  -6.766461497925e-02  -1.151859056827e-01  -4.880959447460e-03  -6.059893720408e-03  -4.130727616755e-03   7.251567773721e-04   2.220147184590e-01
  0.000000000000e+00   0.000000000000e+00   3.895891594534e-01   0.000000000000e+00  -3.536994416197e-01   0.000000000000e+00  -1.453357638985e-01  -2.888308090164e-01   0.000000000000e+00   0.000000000000e+00  -3.842721701500e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00  -2.648064495797e-01  -2.562431257036e-02   8.637054323379e-02   2.676171945471e-02   1.851462644757e-01   3.026005495791e-01   1.955426617240e-01  -5.147518682253e-02  -1.523269901398e-01  -1.673458504760e-01   6.286558470067e-02  -5.539875895848e-02  -3.560079504242e-02  -1.614175565302e-03  -3.068300617928e-04  -1.032681904189e-03  -1.259482823857e-03   6.411431334954e-02
  9.488504570522e-02  -3.900248883943e-01   0.000000000000e+00   5.269334225848e-01   0.000000000000e+00  -7.204052192908e-02   0.000000000000e+00   0.000000000000e+00  -5.831987821176e-01  -5.701016043668e-02   0.000000000000e+00   1.197753790087e-01   2.230339094426e-02  -3.439429098697e-02   1.812278330623e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  0.000000000000e+00   0.000000000000e+00  -1.055371338837e-01   0.000000000000e+00  -6.424186402178e-02   0.000000000000e+00   1.671114141580e-01   2.380827366969e-01   0.000000000000e+00   0.000000000000e+00  -1.417730295543e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.412290729525e-01  -5.704021997308e-02  -9.997270429661e-02  -2.474984086210e-02  -1.308494355346e-01   3.653824854751e-01   1.574755383285e-01  -4.311866056047e-02  -1.204709570676e-01   2.067867356706e-01   1.671767245157e-01   1.613445574119e-01   6.503586238554e-01  -6.657805962722e-05   9.069226059140e-03   7.023253160899e-03  -8.991804854665e-03   3.063914485258e-02
  0.000000000000e+00   0.000000000000e+00  -2.337418964688e-02   0.000000000000e+00  -3.778720151521e-01   0.000000000000e+00  -5.224514033166e-02  -4.268701285134e-02   0.000000000000e+00   0.000000000000e+00  -1.257594874018e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   8.410538924309e-02  -4.451491914456e-02  -1.872431847670e-01  -6.012107092007e-02  -4.902085267112e-01  -3.898991814434e-01   7.820178235770e-02  -2.801704205537e-01   2.150906634469e-01   2.642091548855e-01  -2.577411031793e-01   1.353449943735e-01  -1.878172185651e-02  -1.464717311799e-03  -6.345136180570e-03  -2.053970264037e-03   4.198379472582e-03  -1.746968785454e-02
 -8.224763947106e-02  -3.058731480824e-01   0.000000000000e+00   3.671200228138e-01   0.000000000000e+00  -1.108216941618e-02   0.000000000000e+00   0.000000000000e+00   6.479472970303e-01  -2.391440936157e-01   0.000000000000e+00  -1.940444857131e-01  -9.199321487394e-03  -2.727214868003e-01  -4.202292117806e-02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
  0.000000000000e+00   0.000000000000e+00  -1.751694360459e-01   0.000000000000e+00  -3.042143917166e-01   0.000000000000e+00   1.576798378484e-01  -1.112168220204e-01   0.000000000000e+00   0.000000000000e+00   2.057237896814e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00  -7.406274506994e-02   2.657868835812e-02  -7.327376249633e-02   4.345417403723e-02  -1.731942965968e-01  -2.372737795177e-02   1.884581903157e-01   4.000259912736e-01   1.669894454403e-01  -3.961796160059e-01   2.910349228131e-01   3.621004551543e-01  -2.104245793855e-01  -3.928105518006e-03   5.979709489543e-03  -9.242866188165e-03  -4.165321366499e-03  -1.965339883636e-02
  0.000000000000e+00   0.000000000000e+00   6.690699565795e-03   0.000000000000e+00  -1.686171091709e-01   0.000000000000e+00  -1.618856409024e-01   1.911776395717e-01   0.000000000000e+00   0.000000000000e+00   1.978795176492e-01   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   1.346837971697e-01   7.991141928596e-02  -1.563101683580e-01   8.607333320057e-02  -2.678503204802e-01   9.113035281880e-02  -3.768117978399e-01   4.288206731451e-01  -2.530302984412e-01   2.224267621761e-02   6.644611399801e-02  -4.485845040202e-01  -2.754460053976e-02   1.531295371426e-03  -2.126118929615e-03   1.013733710960e-02   2.214893107583e-03   8.566866159438e-03
 -5.370669117646e-01   2.659689971211e-01   0.000000000000e+00  -1.171708803275e-01   0.000000000000e+00  -4.407671697219e-02   0.000000000000e+00   0.000000000000e+00  -2.260260474960e-01   7.734564002310e-02   0.000000000000e+00   4.908587595723e-02  -8.844277000816e-02   1.028004862796e-01  -3.552208769157e-02   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00   0.000000000000e+00
