 -0.02518   0.00000   0.00000   0.00000  -0.05332  0.00000  -0.05294   0.21776   0.00000  -0.61759  0.00000   0.00000   0.12355   0.00000   0.00000  0.12005   0.00407  -0.02250  -0.00361   0.00000 -0.05781  -0.03653   0.04261   0.02747   0.00125 -0.04954   0.01173  -0.01586   0.00295  -0.00015  0.00012   0.00000   0.00008
 -0.02552   0.00000   0.00000   0.00000  -0.31587  0.00000   0.19823  -0.04049   0.00000  -0.18803  0.00000   0.00000  -0.18850   0.00000   0.00000 -0.19169   0.00926   0.01886   0.01490   0.00000  0.06319   0.08805  -0.13695  -0.02307  -0.04259  0.10148  -0.06939   0.05908  -0.01126  -0.00011 -0.00031   0.00032  -0.00050
  0.00000   0.24475  -0.23853  -0.17470   0.00000 -0.30278   0.00000   0.00000  -0.02746   0.00000  0.02247   0.08473   0.00000   0.10972  -0.01242  0.00000   0.00000   0.00000   0.00000   0.00196  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000
  0.00567   0.00000   0.00000   0.00000   0.03865  0.00000   0.31990  -0.15259   0.00000   0.09797  0.00000   0.00000   0.28442   0.00000   0.00000 -0.22989   0.08331  -0.10590   0.01188   0.00000 -0.08396  -0.04199  -0.03220   0.04592  -0.10206 -0.06771  -0.14750   0.02980   0.00812   0.02272 -0.04505   0.05686  -0.04166
 -0.00673   0.00000   0.00000   0.00000   0.04603  0.00000  -0.08916  -0.23899   0.00000   0.07329  0.00000   0.00000   0.13691   0.00000   0.00000  0.04187  -0.07820   0.05366  -0.01090   0.00000 -0.01690  -0.12391   0.16332  -0.02636   0.07272  0.33502  -0.14968   0.32013   0.00674   0.00111 -0.00241  -0.00005   0.00128
  0.00000   0.17304   0.19376   0.06688   0.00000  0.47410   0.00000   0.00000   0.00957   0.00000  0.08402   0.06817   0.00000  -0.04739   0.04438  0.00000   0.00000   0.00000   0.00000  -0.00096  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000
  0.00194   0.00000   0.00000   0.00000  -0.21578  0.00000   0.01448  -0.08990   0.00000   0.01130  0.00000   0.00000   0.02726   0.00000   0.00000  0.15851   0.11226   0.05885   0.04518   0.00000 -0.02782   0.05727   0.00198   0.15611   0.12300  0.34196   0.25907   0.04923  -0.00370  -0.02602  0.02185   0.00978  -0.02470
  0.00346   0.00000   0.00000   0.00000  -0.03155  0.00000  -0.31659  -0.23195   0.00000   0.08946  0.00000   0.00000   0.08626   0.00000   0.00000  0.29083   0.12056  -0.02343  -0.00336   0.00000  0.02774   0.03419  -0.11003  -0.00831  -0.18799 -0.17147  -0.03234  -0.12297   0.00052  -0.04665  0.03386   0.02348  -0.04191
  0.00000  -0.17304   0.19376   0.06688   0.00000 -0.47410   0.00000   0.00000  -0.00957   0.00000  0.08402  -0.06817   0.00000  -0.04739  -0.04438  0.00000   0.00000   0.00000   0.00000  -0.00096  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000
  0.00194   0.00000   0.00000   0.00000  -0.21578  0.00000  -0.01448  -0.08990   0.00000  -0.01130  0.00000   0.00000  -0.02726   0.00000   0.00000  0.15851  -0.11226   0.05885  -0.04518   0.00000 -0.02782   0.05727  -0.00198  -0.15611   0.12300 -0.34196  -0.25907   0.04923   0.00370  -0.02602 -0.02185   0.00978   0.02470
 -0.00346   0.00000   0.00000   0.00000   0.03155  0.00000  -0.31659   0.23195   0.00000   0.08946  0.00000   0.00000   0.08626   0.00000   0.00000 -0.29083   0.12056   0.02343  -0.00336   0.00000 -0.02774  -0.03419  -0.11003  -0.00831   0.18799 -0.17147  -0.03234   0.12297   0.00052   0.04665  0.03386  -0.02348  -0.04191
  0.00000  -0.24475  -0.23853  -0.17470   0.00000  0.30278   0.00000   0.00000   0.02746   0.00000  0.02247  -0.08473   0.00000   0.10972   0.01242  0.00000   0.00000   0.00000   0.00000   0.00196  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000
  0.00567   0.00000   0.00000   0.00000   0.03865  0.00000  -0.31990  -0.15259   0.00000  -0.09797  0.00000   0.00000  -0.28442   0.00000   0.00000 -0.22989  -0.08331  -0.10590  -0.01188   0.00000 -0.08396  -0.04199   0.03220  -0.04592  -0.10206  0.06771   0.14750   0.02980  -0.00812   0.02272  0.04505   0.05686   0.04166
  0.00673   0.00000   0.00000   0.00000  -0.04603  0.00000  -0.08916   0.23899   0.00000   0.07329  0.00000   0.00000   0.13691   0.00000   0.00000 -0.04187  -0.07820  -0.05366  -0.01090   0.00000  0.01690   0.12391   0.16332  -0.02636  -0.07272  0.33502  -0.14968  -0.32013   0.00674  -0.00111 -0.00241   0.00005   0.00128
  0.00000   0.00000   0.27012  -0.12963   0.00000  0.00000   0.00000   0.00000   0.00000   0.00000  0.03525   0.00000   0.00000   0.05148   0.00000  0.00000   0.00000   0.00000   0.00000  -0.99806  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000
  0.99608   0.00000   0.00000   0.00000  -0.03842  0.00000   0.00000   0.27430   0.00000   0.00000  0.00000   0.00000   0.00000   0.00000   0.00000  0.00866   0.00000   0.02369   0.00000   0.00000  0.09158   0.19008   0.00000   0.00000  -0.11428  0.00000   0.00000   0.46577   0.00000   0.00457  0.00000   0.00245   0.00000
  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.18324   0.00000   0.00000   0.00371  0.00000   0.00000  -0.06391   0.00000   0.00000  0.00000  -0.01429   0.00000   0.01181   0.00000  0.00000   0.00000   0.02257  -0.20273   0.00000 -0.12632   0.37155   0.00000   0.99749   0.00000 -0.00130   0.00000  -0.00164
  0.00000   0.38879  -0.18211  -0.62967   0.00000 -0.08663   0.00000   0.00000  -0.06465   0.00000 -0.24233  -0.62432   0.00000  -0.64476   0.37006  0.00000   0.00000   0.00000   0.00000  -0.01241  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000
  0.00612   0.00000   0.00000   0.00000   0.04349  0.00000   0.31222  -0.15673   0.00000   0.10080  0.00000   0.00000   0.29590   0.00000   0.00000 -0.22225   0.09179  -0.11198   0.01249   0.00000 -0.08404  -0.03975  -0.04566   0.04351  -0.12873 -0.05316  -0.17284   0.05175   0.01204  -0.28230  0.53114  -0.64572   0.46361
  0.00323   0.00000   0.00000   0.00000   0.44480  0.00000  -0.12426  -0.21801   0.00000   0.18085  0.00000   0.00000   0.39558   0.00000   0.00000 -0.29797  -0.62566   0.45610   0.29469   0.00000 -0.64713   0.40204  -0.48479   0.54084  -0.08390 -0.30718   0.22486  -0.33976   0.00540  -0.00190  0.00389  -0.00175  -0.00091
  0.00000   0.37109   0.50644   0.04679   0.00000  0.41727   0.00000   0.00000  -0.52862   0.00000 -0.65634  -0.31201   0.00000   0.25707  -0.59827  0.00000   0.00000   0.00000   0.00000  -0.00247  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000
  0.00660   0.00000   0.00000   0.00000  -0.24267  0.00000  -0.25356   0.17507   0.00000  -0.02237  0.00000   0.00000  -0.16142   0.00000   0.00000  0.00460   0.23267   0.44329   0.56719   0.00000  0.12863  -0.41965   0.27390  -0.17473  -0.58593 -0.15127  -0.26074  -0.10256   0.00396   0.31877 -0.23074  -0.13603   0.26266
 -0.00183   0.00000   0.00000   0.00000  -0.01418  0.00000  -0.16393  -0.38194   0.00000   0.11291  0.00000   0.00000   0.20417   0.00000   0.00000  0.36811   0.06919  -0.24763  -0.29668   0.00000 -0.06599   0.30434  -0.28487   0.19863   0.20004  0.10864   0.28214  -0.04287  -0.00337   0.56152 -0.40120  -0.24626   0.46039
  0.00000  -0.37109   0.50644   0.04679   0.00000 -0.41727   0.00000   0.00000   0.52862   0.00000 -0.65634   0.31201   0.00000   0.25707   0.59827  0.00000   0.00000   0.00000   0.00000  -0.00247  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000
  0.00660   0.00000   0.00000   0.00000  -0.24267  0.00000   0.25356   0.17507   0.00000   0.02237  0.00000   0.00000   0.16142   0.00000   0.00000  0.00460  -0.23267   0.44329  -0.56719   0.00000  0.12863  -0.41965  -0.27390   0.17473  -0.58593  0.15127   0.26074  -0.10256  -0.00396   0.31877  0.23074  -0.13603  -0.26266
  0.00183   0.00000   0.00000   0.00000   0.01418  0.00000  -0.16393   0.38194   0.00000   0.11291  0.00000   0.00000   0.20417   0.00000   0.00000 -0.36811   0.06919   0.24763  -0.29668   0.00000  0.06599  -0.30434  -0.28487   0.19863  -0.20004  0.10864   0.28214   0.04287  -0.00337  -0.56152 -0.40120   0.24626   0.46039
  0.00000  -0.38879  -0.18211  -0.62967   0.00000  0.08663   0.00000   0.00000   0.06465   0.00000 -0.24233   0.62432   0.00000  -0.64476  -0.37006  0.00000   0.00000   0.00000   0.00000  -0.01241  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000   0.00000   0.00000  0.00000   0.00000   0.00000
  0.00612   0.00000   0.00000   0.00000   0.04349  0.00000  -0.31222  -0.15673   0.00000  -0.10080  0.00000   0.00000  -0.29590   0.00000   0.00000 -0.22225  -0.09179  -0.11198  -0.01249   0.00000 -0.08404  -0.03975   0.04566  -0.04351  -0.12873  0.05316   0.17284   0.05175  -0.01204  -0.28230 -0.53114  -0.64572  -0.46361
 -0.00323   0.00000   0.00000   0.00000  -0.44480  0.00000  -0.12426   0.21801   0.00000   0.18085  0.00000   0.00000   0.39558   0.00000   0.00000  0.29797  -0.62566  -0.45610   0.29469   0.00000  0.64713  -0.40204  -0.48479   0.54084   0.08390 -0.30718   0.22486   0.33976   0.00540   0.00190  0.00389   0.00175  -0.00091
