3	 2	 -45.0918
2	 3	 93.5856
4	 2	 4.82975
2	 4	 100.244
3	 3	 2.45116
1	 4	 347.746
4	 1	 -2.11428
1	 5	 -115.21
5	 1	 -0.863895
